时间(s),器件类型,中心温度(℃),引脚温度(℃)
364.42,贴片电容,108.92,111.74
364.42,塑封芯片,104.34,111.74
364.42,陶封芯片,107.78,111.74
364.81,贴片电阻,109.01,110.57
364.81,贴片电容,108.35,110.57
364.81,塑封芯片,103.37,110.57
364.81,陶封芯片,107.96,110.57
365.2,贴片电阻,107.67,109.4
365.2,贴片电容,107.21,109.4
365.2,塑封芯片,103.33,109.4
365.2,陶封芯片,106.37,109.4
365.59,贴片电阻,107.77,108.23
365.59,贴片电容,106.82,108.23
365.59,塑封芯片,100.25,108.23
365.59,陶封芯片,105.14,108.23
365.98,贴片电阻,104.31,107.05
365.98,贴片电容,105.79,107.05
365.98,塑封芯片,100.32,107.05
365.98,陶封芯片,102.52,107.05
366.37,贴片电阻,104.41,105.88
366.37,贴片电容,104.35,105.88
366.37,塑封芯片,100.57,105.88
366.37,陶封芯片,103.41,105.88
366.76,贴片电阻,102.28,104.71
366.76,贴片电容,104.51,104.71
366.76,塑封芯片,99.11,104.71
366.76,陶封芯片,101.94,104.71
367.16,贴片电阻,102.59,103.53
367.16,贴片电容,103.3,103.53
367.16,塑封芯片,95.88,103.53
367.16,陶封芯片,101.17,103.53
367.55,贴片电阻,101.73,102.36
367.55,贴片电容,102.32,102.36
367.55,塑封芯片,95.1,102.36
367.55,陶封芯片,99.15,102.36
367.94,贴片电阻,101.1,101.19
367.94,贴片电容,99.9,101.19
367.94,塑封芯片,94.36,101.19
367.94,陶封芯片,96.63,101.19
368.33,贴片电阻,97.24,100.01
368.33,贴片电容,97.56,100.01
368.33,塑封芯片,94.67,100.01
368.33,陶封芯片,97.71,100.01
368.72,贴片电阻,98.49,98.84
368.72,贴片电容,97.87,98.84
368.72,塑封芯片,92.45,98.84
368.72,陶封芯片,94.04,98.84
369.11,贴片电阻,96.77,97.67
369.11,贴片电容,97.5,97.67
369.11,塑封芯片,92.09,97.67
369.11,陶封芯片,92.89,97.67
369.5,贴片电阻,96.12,96.5
369.5,贴片电容,94.89,96.5
369.5,塑封芯片,91.43,96.5
369.5,陶封芯片,93.62,96.5
369.89,贴片电阻,93.15,95.32
369.89,贴片电容,94.76,95.32
369.89,塑封芯片,87.77,95.32
369.89,陶封芯片,91.28,95.32
370.28,贴片电阻,91.22,94.15
370.28,贴片电容,93.95,94.15
370.28,塑封芯片,88.59,94.15
370.28,陶封芯片,90.41,94.15
370.67,贴片电阻,91.72,92.98
370.67,贴片电容,90.09,92.98
370.67,塑封芯片,87.88,92.98
370.67,陶封芯片,90.23,92.98
371.07,贴片电阻,90.84,91.8
371.07,贴片电容,91.02,91.8
371.07,塑封芯片,86.63,91.8
371.07,陶封芯片,87.21,91.8
371.46,贴片电阻,90.4,90.63
371.46,贴片电容,88.47,90.63
371.46,塑封芯片,83.41,90.63
371.46,陶封芯片,85.76,90.63
371.85,贴片电阻,87.81,89.46
371.85,贴片电容,87.6,89.46
371.85,塑封芯片,83.35,89.46
371.85,陶封芯片,87.0,89.46
372.24,贴片电阻,87.73,88.28
372.24,贴片电容,85.72,88.28
372.24,塑封芯片,80.93,88.28
372.24,陶封芯片,84.52,88.28
372.63,贴片电阻,86.15,87.11
372.63,贴片电容,86.04,87.11
372.63,塑封芯片,81.65,87.11
372.63,陶封芯片,82.89,87.11
373.02,贴片电阻,83.58,85.94
373.02,贴片电容,84.92,85.94
373.02,塑封芯片,78.96,85.94
373.02,陶封芯片,81.3,85.94
373.41,贴片电阻,83.34,84.77
373.41,贴片电容,83.89,84.77
373.41,塑封芯片,78.57,84.77
373.41,陶封芯片,82.43,84.77
373.8,贴片电阻,81.37,83.59
373.8,贴片电容,81.4,83.59
373.8,塑封芯片,75.66,83.59
373.8,陶封芯片,78.85,83.59
374.19,贴片电阻,81.25,82.42
374.19,贴片电容,81.11,82.42
374.19,塑封芯片,76.84,82.42
374.19,陶封芯片,80.29,82.42
374.58,贴片电阻,79.16,81.25
374.58,贴片电容,80.52,81.25
374.58,塑封芯片,75.65,81.25
374.58,陶封芯片,76.63,81.25
374.98,贴片电阻,77.21,80.07
374.98,贴片电容,77.22,80.07
374.98,塑封芯片,73.96,80.07
374.98,陶封芯片,75.99,80.07
375.37,贴片电阻,77.49,78.9
375.37,贴片电容,77.2,78.9
375.37,塑封芯片,73.02,78.9
375.37,陶封芯片,74.61,78.9
375.76,贴片电阻,77.04,77.73
375.76,贴片电容,76.28,77.73
375.76,塑封芯片,70.79,77.73
375.76,陶封芯片,74.85,77.73
376.15,贴片电阻,76.19,76.55
376.15,贴片电容,76.4,76.55
376.15,塑封芯片,68.97,76.55
376.15,陶封芯片,71.68,76.55
376.54,贴片电阻,74.79,75.38
376.54,贴片电容,74.53,75.38
376.54,塑封芯片,68.11,75.38
376.54,陶封芯片,73.35,75.38
376.93,贴片电阻,73.81,74.21
376.93,贴片电容,71.77,74.21
376.93,塑封芯片,66.42,74.21
376.93,陶封芯片,69.88,74.21
377.32,贴片电阻,70.85,73.04
377.32,贴片电容,72.13,73.04
377.32,塑封芯片,65.17,73.04
377.32,陶封芯片,69.02,73.04
377.71,贴片电阻,68.96,71.86
377.71,贴片电容,69.76,71.86
377.71,塑封芯片,64.0,71.86
377.71,陶封芯片,67.87,71.86
378.1,贴片电阻,67.74,70.69
378.1,贴片电容,70.56,70.69
378.1,塑封芯片,65.55,70.69
378.1,陶封芯片,66.57,70.69
378.49,贴片电阻,67.38,69.52
378.49,贴片电容,68.18,69.52
378.49,塑封芯片,64.06,69.52
378.49,陶封芯片,66.21,69.52
378.89,贴片电阻,67.81,68.34
378.89,贴片电容,66.09,68.34
378.89,塑封芯片,60.55,68.34
378.89,陶封芯片,64.44,68.34
379.28,贴片电阻,64.42,67.17
379.28,贴片电容,67.13,67.17
379.28,塑封芯片,60.21,67.17
379.28,陶封芯片,62.75,67.17
379.67,贴片电阻,65.75,66.0
379.67,贴片电容,63.1,66.0
379.67,塑封芯片,60.57,66.0
379.67,陶封芯片,62.3,66.0
380.06,贴片电阻,62.75,64.82
380.06,贴片电容,63.03,64.82
380.06,塑封芯片,58.96,64.82
380.06,陶封芯片,60.75,64.82
380.45,贴片电阻,60.92,63.65
380.45,贴片电容,61.19,63.65
380.45,塑封芯片,55.87,63.65
380.45,陶封芯片,61.45,63.65
380.84,贴片电阻,62.0,62.48
380.84,贴片电容,62.24,62.48
380.84,塑封芯片,54.96,62.48
380.84,陶封芯片,58.65,62.48
381.23,贴片电阻,59.62,61.3
381.23,贴片电容,58.61,61.3
381.23,塑封芯片,55.93,61.3
381.23,陶封芯片,58.88,61.3
381.62,贴片电阻,58.39,60.13
381.62,贴片电容,58.21,60.13
381.62,塑封芯片,53.95,60.13
381.62,陶封芯片,57.57,60.13
382.01,贴片电阻,56.16,58.96
382.01,贴片电容,57.98,58.96
382.01,塑封芯片,52.39,58.96
382.01,陶封芯片,54.89,58.96
382.4,贴片电阻,56.3,57.79
382.4,贴片电容,56.82,57.79
382.4,塑封芯片,52.43,57.79
382.4,陶封芯片,54.36,57.79
382.8,贴片电阻,54.04,56.61
382.8,贴片电容,55.72,56.61
382.8,塑封芯片,50.4,56.61
382.8,陶封芯片,52.25,56.61
383.19,贴片电阻,54.15,55.44
383.19,贴片电容,52.8,55.44
383.19,塑封芯片,49.92,55.44
383.19,陶封芯片,52.73,55.44
383.58,贴片电阻,53.3,54.27
383.58,贴片电容,54.15,54.27
383.58,塑封芯片,47.95,54.27
383.58,陶封芯片,51.77,54.27
383.97,贴片电阻,52.47,53.09
383.97,贴片电容,50.6,53.09
383.97,塑封芯片,47.69,53.09
383.97,陶封芯片,48.31,53.09
384.36,贴片电阻,51.82,51.92
384.36,贴片电容,51.89,51.92
384.36,塑封芯片,44.54,51.92
384.36,陶封芯片,48.55,51.92
384.75,贴片电阻,50.52,50.75
384.75,贴片电容,49.48,50.75
384.75,塑封芯片,42.91,50.75
384.75,陶封芯片,45.83,50.75
385.14,贴片电阻,49.03,49.57
385.14,贴片电容,47.26,49.57
385.14,塑封芯片,44.03,49.57
385.14,陶封芯片,46.8,49.57
385.53,贴片电阻,48.12,48.4
385.53,贴片电容,47.9,48.4
385.53,塑封芯片,42.95,48.4
385.53,陶封芯片,44.53,48.4
385.92,贴片电阻,44.65,47.23
385.92,贴片电容,47.08,47.23
385.92,塑封芯片,39.78,47.23
385.92,陶封芯片,42.39,47.23
386.31,贴片电阻,44.98,46.06
386.31,贴片电容,43.44,46.06
386.31,塑封芯片,39.92,46.06
386.31,陶封芯片,43.61,46.06
386.71,贴片电阻,44.06,44.88
386.71,贴片电容,42.45,44.88
386.71,塑封芯片,37.15,44.88
386.71,陶封芯片,41.53,44.88
387.1,贴片电阻,42.31,43.71
387.1,贴片电容,41.68,43.71
387.1,塑封芯片,36.98,43.71
387.1,陶封芯片,39.84,43.71
387.49,贴片电阻,39.68,42.54
387.49,贴片电容,40.92,42.54
387.49,塑封芯片,37.12,42.54
387.49,陶封芯片,39.35,42.54
387.88,贴片电阻,40.65,41.36
387.88,贴片电容,40.75,41.36
387.88,塑封芯片,33.69,41.36
387.88,陶封芯片,37.12,41.36
388.27,贴片电阻,38.62,40.19
388.27,贴片电容,39.0,40.19
388.27,塑封芯片,33.86,40.19
388.27,陶封芯片,35.8,40.19
388.66,贴片电阻,36.29,39.02
388.66,贴片电容,37.39,39.02
388.66,塑封芯片,31.12,39.02
388.66,陶封芯片,36.82,39.02
389.05,贴片电阻,37.57,37.84
389.05,贴片电容,37.28,37.84
389.05,塑封芯片,31.13,37.84
389.05,陶封芯片,33.61,37.84
389.44,贴片电阻,36.05,36.67
389.44,贴片电容,34.76,36.67
389.44,塑封芯片,29.7,36.67
389.44,陶封芯片,34.08,36.67
389.83,贴片电阻,35.44,35.5
389.83,贴片电容,34.81,35.5
389.83,塑封芯片,29.03,35.5
389.83,陶封芯片,31.61,35.5
390.22,贴片电阻,33.95,34.33
390.22,贴片电容,32.39,34.33
390.22,塑封芯片,28.98,34.33
390.22,陶封芯片,29.41,34.33
390.62,贴片电阻,30.37,33.15
390.62,贴片电容,31.64,33.15
390.62,塑封芯片,26.21,33.15
390.62,陶封芯片,28.67,33.15
391.01,贴片电阻,30.95,31.98
391.01,贴片电容,31.55,31.98
391.01,塑封芯片,26.06,31.98
391.01,陶封芯片,29.98,31.98
391.4,贴片电阻,30.35,30.81
391.4,贴片电容,29.19,30.81
391.4,塑封芯片,25.0,30.81
391.4,陶封芯片,26.66,30.81
391.79,贴片电阻,26.77,29.63
391.79,贴片电容,27.44,29.63
391.79,塑封芯片,25.0,29.63
391.79,陶封芯片,26.27,29.63
392.18,贴片电阻,26.86,28.46
392.18,贴片电容,27.82,28.46
392.18,塑封芯片,25.0,28.46
392.18,陶封芯片,25.0,28.46
392.57,贴片电阻,25.0,27.29
392.57,贴片电容,25.14,27.29
392.57,塑封芯片,25.0,27.29
392.57,陶封芯片,25.0,27.29
392.96,贴片电阻,25.12,26.11
392.96,贴片电容,25.02,26.11
392.96,塑封芯片,25.0,26.11
392.96,陶封芯片,25.0,26.11
393.35,贴片电阻,25.0,25.0
393.35,贴片电容,25.0,25.0
393.35,塑封芯片,25.0,25.0
393.35,陶封芯片,25.0,25.0
393.74,贴片电阻,25.0,25.0
393.74,贴片电容,25.0,25.0
393.74,塑封芯片,25.0,25.0
393.74,陶封芯片,25.0,25.0
394.13,贴片电阻,25.0,25.0
394.13,贴片电容,25.0,25.0
394.13,塑封芯片,25.0,25.0
394.13,陶封芯片,25.0,25.0
394.53,贴片电阻,25.0,25.0
394.53,贴片电容,25.0,25.0
394.53,塑封芯片,25.0,25.0
394.53,陶封芯片,25.0,25.0
394.92,贴片电阻,25.0,25.0
394.92,贴片电容,25.0,25.0
394.92,塑封芯片,25.0,25.0
394.92,陶封芯片,25.0,25.0
395.31,贴片电阻,25.0,25.0
395.31,贴片电容,25.0,25.0
395.31,塑封芯片,25.0,25.0
395.31,陶封芯片,25.0,25.0
395.7,贴片电阻,25.0,25.0
395.7,贴片电容,25.0,25.0
395.7,塑封芯片,25.0,25.0
395.7,陶封芯片,25.0,25.0
396.09,贴片电阻,25.0,25.0
396.09,贴片电容,25.0,25.0
396.09,塑封芯片,25.0,25.0
396.09,陶封芯片,25.0,25.0
396.48,贴片电阻,25.0,25.0
396.48,贴片电容,25.0,25.0
396.48,塑封芯片,25.0,25.0
396.48,陶封芯片,25.0,25.0
396.87,贴片电阻,25.0,25.0
396.87,贴片电容,25.0,25.0
396.87,塑封芯片,25.0,25.0
396.87,陶封芯片,25.0,25.0
397.26,贴片电阻,25.0,25.0
397.26,贴片电容,25.0,25.0
397.26,塑封芯片,25.0,25.0
397.26,陶封芯片,25.0,25.0
397.65,贴片电阻,25.0,25.0
397.65,贴片电容,25.0,25.0
397.65,塑封芯片,25.0,25.0
397.65,陶封芯片,25.0,25.0
398.04,贴片电阻,25.0,25.0
398.04,贴片电容,25.0,25.0
398.04,塑封芯片,25.0,25.0
398.04,陶封芯片,25.0,25.0
398.44,贴片电阻,25.0,25.0
398.44,贴片电容,25.0,25.0
398.44,塑封芯片,25.0,25.0
398.44,陶封芯片,25.0,25.0
398.83,贴片电阻,25.0,25.0
398.83,贴片电容,25.0,25.0
398.83,塑封芯片,25.0,25.0
398.83,陶封芯片,25.0,25.0
399.22,贴片电阻,25.0,25.0
399.22,贴片电容,25.0,25.0
399.22,塑封芯片,25.0,25.0
399.22,陶封芯片,25.0,25.0
399.61,贴片电阻,25.0,25.0
399.61,贴片电容,25.0,25.0
399.61,塑封芯片,25.0,25.0
399.61,陶封芯片,25.0,25.0
400.0,贴片电阻,25.0,25.0
400.0,贴片电容,25.0,25.0
400.0,塑封芯片,25.0,25.0
400.0,陶封芯片,25.0,25.0
